hike_name,Field1_links,difficulty,distance,elevation,URL,latitude,longitude,drive_time
Crown Zellerbach Traverse Hike,https://www.oregonhikers.org/field_guide/Crown_Zellerbach_Traverse_Hike,Moderate,23.8 miles,"1,805 feet",https://www.oregonhikers.org/field_guide/Chapman_Landing_Trailhead,Latitude: 45.74610,Longitude: -122.84145,35 minutes
Cultus Creek to Junction Lake Loop Hike,https://www.oregonhikers.org/field_guide/Cultus_Creek_to_Junction_Lake_Loop_Hike,Moderate,9.9 miles,"1,910 feet",https://www.oregonhikers.org/field_guide/Indian_Heaven_Trailhead,Latitude: 46.0470,Longitude: -121.7563,2 hours
Cummins Creek Loop Hike,https://www.oregonhikers.org/field_guide/Cummins_Creek_Loop_Hike,Moderate,9.7 miles,"2,040 feet",https://www.oregonhikers.org/field_guide/Cummins_Creek_Trailhead,Latitude: 44.26764,Longitude: -124.10196,165 minutes
Dalles Mountain Ranch Loop Hike,https://www.oregonhikers.org/field_guide/Dalles_Mountain_Ranch_Loop_Hike,Moderate,6.9 miles,"1,060 feet",https://www.oregonhikers.org/field_guide/Crawford_Oaks_Trailhead,Latitude: 45.6570,Longitude: -121.0872,95 minutes
Dan's Trail Loop Hike,https://www.oregonhikers.org/field_guide/Dan%27s_Trail_Loop_Hike,Moderate,9.6 miles,"1,865 feet",https://www.oregonhikers.org/field_guide/Chip_Ross_Park_Trailhead,Latitude: 44.6062,Longitude: -123.2793,95 minutes
Deep Lake Hike,https://www.oregonhikers.org/field_guide/Deep_Lake_Hike,Moderate,5.4 miles,"1,270 feet",https://www.oregonhikers.org/field_guide/Indian_Heaven_Trailhead,Latitude: 46.0470,Longitude: -121.7563,2 hours
Deschutes River Hike,https://www.oregonhikers.org/field_guide/Deschutes_River_Hike,Moderate,22.6 miles,400 feet,https://www.oregonhikers.org/field_guide/Lower_Deschutes_Trailhead,Latitude: 45.6304,Longitude: -120.9077,100 minutes
Devils Garden from Switchback Hill Loop Hike,https://www.oregonhikers.org/field_guide/Devils_Garden_from_Switchback_Hill_Loop_Hike,Moderate,4.4 miles,320 feet,https://www.oregonhikers.org/field_guide/Switchbacks_Trailhead,Latitude: 42.4141,Longitude: -121.5487,4.75 hours
Devils Half Acre-Palmateer Point Loop Hike,https://www.oregonhikers.org/field_guide/Devils_Half_Acre-Palmateer_Point_Loop_Hike,Moderate,8.8 miles,"1,330 feet",https://www.oregonhikers.org/field_guide/Barlow_Pass_Trailhead,Latitude: 45.28249,Longitude: -121.68552,80 minutes
Devils Hole/Three Benches Hike,https://www.oregonhikers.org/field_guide/Devils_Hole/Three_Benches_Hike,Moderate,2.7 miles,800 feet,https://www.oregonhikers.org/field_guide/Doug%27s_Beach_Trailhead,Latitude: 45.67786,Longitude: -121.23437,85 minutes
Devils Peak Loop Hike,https://www.oregonhikers.org/field_guide/Devils_Peak_Loop_Hike,Moderate,13.7 miles,"3,100 feet",https://www.oregonhikers.org/field_guide/Seven_Lakes_Trailhead,Latitude: 42.66265,Longitude: -122.28574,5 hours
Devils Rest via Wahkeena Hike,https://www.oregonhikers.org/field_guide/Devils_Rest_via_Wahkeena_Hike,Moderate,8.4 miles,"2,350 feet",https://www.oregonhikers.org/field_guide/Wahkeena_Trailhead,Latitude: 45.57535,Longitude: -122.12809,35 minutes
Devils Ridge Hike,https://www.oregonhikers.org/field_guide/Devils_Ridge_Hike,Moderate,6.9 miles,"2,500 feet",https://www.oregonhikers.org/field_guide/Spotted_Owl_Trailhead,Latitude: 44.7775,Longitude: -121.9739,115 minutes
Discovery Trail Traverse Hike,https://www.oregonhikers.org/field_guide/Discovery_Trail_Traverse_Hike,Moderate,8.2 miles,280 feet,https://www.oregonhikers.org/field_guide/Ilwaco_Waterfront_Trailhead,Latitude: 46.30634,Longitude: -124.03920,130 minutes
Divide Lake Hike,https://www.oregonhikers.org/field_guide/Divide_Lake_Hike,Moderate,8 miles,"1,200 feet",https://www.oregonhikers.org/field_guide/Vivian_Lake_Trailhead,Latitude: 43.575790,Longitude: -122.192388,3.5 hours
Doane Creek Loop Hike,https://www.oregonhikers.org/field_guide/Doane_Creek_Loop_Hike,Moderate,9 miles,665 feet,https://www.oregonhikers.org/field_guide/Upper_Salzman_Road_Trailhead,Latitude: 45.5622,Longitude: -122.7834,15 minutes
Dog Mountain Hike,https://www.oregonhikers.org/field_guide/Dog_Mountain_Hike,Moderate,6.9 miles,"2,800 feet",https://www.oregonhikers.org/field_guide/Dog_Mountain_Trailhead,Latitude: 45.69925,Longitude: -121.70843,70 minutes
Dog Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Dog_Mountain_Loop_Hike,Moderate,7.4 miles,"2,800 feet",https://www.oregonhikers.org/field_guide/Dog_Mountain_Trailhead,Latitude: 45.69925,Longitude: -121.70843,70 minutes
Dog River Traverse Hike,https://www.oregonhikers.org/field_guide/Dog_River_Traverse_Hike,Moderate,6.3 miles,"1,600 feet",https://www.oregonhikers.org/field_guide/Dog_River_Trailhead,Latitude: 45.4658,Longitude: -121.5659,90 minutes
Dollar Lake Add-on Hike,https://www.oregonhikers.org/field_guide/Dollar_Lake_Add-on_Hike,Moderate,0.6 miles,100 feet,https://www.oregonhikers.org/field_guide/Elk_Cove_from_Cloud_Cap_Hike,Latitude: 45.40243,Longitude: -121.65486,2 hours
Dosewallips River Hike,https://www.oregonhikers.org/field_guide/Dosewallips_River_Hike,Moderate,9 miles,"1,600 feet",https://www.oregonhikers.org/field_guide/Dosewallips_Trailhead,Latitude: 47.7392,Longitude: -123.0725,190 minutes
Douglas Trail to Wildcat Mountain Hike,https://www.oregonhikers.org/field_guide/Douglas_Trail_to_Wildcat_Mountain_Hike,Moderate,5 miles,"1,100 feet",https://www.oregonhikers.org/field_guide/Douglas_Trailhead,Latitude: 45.30372,Longitude: -122.06607,1 hour
Drift Creek North Hike,https://www.oregonhikers.org/field_guide/Drift_Creek_North_Hike,Moderate,7.6 miles,"1,690 feet",https://www.oregonhikers.org/field_guide/Horse_Creek_North_Trailhead,Latitude: 44.4813,Longitude: -123.9086,3 hours
Dry Creek Hike,https://www.oregonhikers.org/field_guide/Dry_Creek_Hike,Moderate,7.6 miles,640 feet,https://www.oregonhikers.org/field_guide/Trapper_Creek_Trailhead,Latitude: 45.88162,Longitude: -121.98018,65 minutes
Dry Fir Trail to Veda Lake Hike,https://www.oregonhikers.org/field_guide/Dry_Fir_Trail_to_Veda_Lake_Hike,Moderate,8.8 miles,"1,660 feet",https://www.oregonhikers.org/field_guide/Dry_Fir_Trailhead,Latitude: 45.2375,Longitude: -121.7765,95 minutes
Dry creek hike,https://www.oregonhikers.org/field_guide/Dry_creek_hike,Moderate,7.6 miles,640 feet,https://www.oregonhikers.org/field_guide/Trapper_Creek_Trailhead,Latitude: 45.88162,Longitude: -121.98018,65 minutes
Duffy Lake Hike,https://www.oregonhikers.org/field_guide/Duffy_Lake_Hike,Moderate,6.8 miles,800 feet,https://www.oregonhikers.org/field_guide/Duffy_Lake_Trailhead,Latitude: 44.4911,Longitude: -121.9500,3.5 hours
Eagle Creek (Salmon-Huckleberry) Hike,https://www.oregonhikers.org/field_guide/Eagle_Creek_(Salmon-Huckleberry)_Hike,Moderate,15.4 miles,"1,835 feet",https://www.oregonhikers.org/field_guide/Harvey_Road_Trailhead,Latitude: 45.30202,Longitude: -122.13566,70 minutes
Eagle Creek Cutoff Hike,https://www.oregonhikers.org/field_guide/Eagle_Creek_Cutoff_Hike,Moderate,4.8 miles,"2,040 feet",https://www.oregonhikers.org/field_guide/Old_Baldy_West_Trailhead,Latitude: 45.24591,Longitude: -122.05079,75 minutes
Eagle Creek to Tunnel Falls Hike,https://www.oregonhikers.org/field_guide/Eagle_Creek_to_Tunnel_Falls_Hike,Moderate,12 miles,"1,640 feet",https://www.oregonhikers.org/field_guide/Eagle_Creek_Trailhead,Latitude: 45.63653,Longitude: -121.91947,45 minutes
East Boulder Lake Loop Hike,https://www.oregonhikers.org/field_guide/East_Boulder_Lake_Loop_Hike,Moderate,10 miles,"1,900 feet",https://www.oregonhikers.org/field_guide/East_Boulder_Lake_Trailhead,Latitude: 41.25208,Longitude: -122.79552,6.5 hours
East Fork Loop Hike,https://www.oregonhikers.org/field_guide/East_Fork_Loop_Hike,Moderate,10 miles,"1,545 feet",https://www.oregonhikers.org/field_guide/Polallie_Trailhead,Latitude: 45.41756,Longitude: -121.57002,100 minutes
East Fork Trail Hike,https://www.oregonhikers.org/field_guide/East_Fork_Trail_Hike,Moderate,11 miles,"1,700 feet",https://www.oregonhikers.org/field_guide/East_Fork_Lower_Trailhead,Latitude: 44.1181,Longitude: -122.2074,3 hours
East Lostine to Eagle Cap Hike,https://www.oregonhikers.org/field_guide/East_Lostine_to_Eagle_Cap_Hike,Difficult,19 miles,"4,000 feet",https://www.oregonhikers.org/field_guide/Two_Pan_Trailhead,Latitude: 45.25,Longitude: -117.3764,5.5 hours
East Zigzag Mountain Hike,https://www.oregonhikers.org/field_guide/East_Zigzag_Mountain_Hike,Moderate,9.4 miles,"2,300 feet",https://www.oregonhikers.org/field_guide/North_Burnt_Lake_Trailhead,Latitude: 45.37206,Longitude: -121.82246,90 minutes
East Zigzag from Devil Canyon Hike,https://www.oregonhikers.org/field_guide/East_Zigzag_from_Devil_Canyon_Hike,Moderate,8.2 miles,"1,670 feet",https://www.oregonhikers.org/field_guide/South_Burnt_Lake_Trailhead,Latitude: 45.3232,Longitude: -121.8581,100 minutes
Eastbank Esplanade-Waterfront Park Loop Hike,https://www.oregonhikers.org/field_guide/Eastbank_Esplanade-Waterfront_Park_Loop_Hike,Moderate,7.9 miles,50 feet,https://www.oregonhikers.org/field_guide/Water_Avenue_Trailhead,Latitude: 45.5162,Longitude: -122.6658,5 minutes
Eel Lake Hike,https://www.oregonhikers.org/field_guide/Eel_Lake_Hike,Moderate,6.6 miles,615 feet,https://www.oregonhikers.org/field_guide/William_M._Tugman_Trailhead,Latitude: 43.6031,Longitude: -124.1782,205 minutes
Eightmile Creek Loop Hike,https://www.oregonhikers.org/field_guide/Eightmile_Creek_Loop_Hike,Moderate,6.8 miles,"1,985 feet",https://www.oregonhikers.org/field_guide/Bottle_Prairie_Trailhead,Latitude: 45.395204,Longitude: -121.499669,100 minutes
Eightmile Point Loop Hike,https://www.oregonhikers.org/field_guide/Eightmile_Point_Loop_Hike,Moderate,10.9 miles,"1,675 feet",https://www.oregonhikers.org/field_guide/Lookout_Mountain_North_Trailhead,Latitude: 45.39457,Longitude: -121.49911,110 minutes
Eliot Moraine Hike,https://www.oregonhikers.org/field_guide/Eliot_Moraine_Hike,Moderate,2.5 miles,"1,050 feet",https://www.oregonhikers.org/field_guide/Cloud_Cap_Trailhead,Latitude: 45.40243,Longitude: -121.65486,2 hours
Elk Cove Hike,https://www.oregonhikers.org/field_guide/Elk_Cove_Hike,Moderate,10.2 miles,"2,200 feet",https://www.oregonhikers.org/field_guide/Elk_Cove_Trailhead,Latitude: 45.44720,Longitude: -121.67779,100 minutes
Elk Cove from Pinnacle Ridge Hike,https://www.oregonhikers.org/field_guide/Elk_Cove_from_Pinnacle_Ridge_Hike,Moderate,8.4 miles,"2,490 feet",https://www.oregonhikers.org/field_guide/Pinnacle_Ridge_Trailhead,Latitude: 45.44731,Longitude: -121.68503,110 minutes
Elk Cove from Vista Ridge Hike,https://www.oregonhikers.org/field_guide/Elk_Cove_from_Vista_Ridge_Hike,Moderate,8.8 miles,"2,000 feet",https://www.oregonhikers.org/field_guide/Vista_Ridge_Trailhead,Latitude: 45.4429,Longitude: -121.7292,125 minutes
Elk Creek Hike,https://www.oregonhikers.org/field_guide/Elk_Creek_Hike,Moderate,7.2 miles,"2,020 feet",https://www.oregonhikers.org/field_guide/Elk_Creek_Trailhead,Latitude: 45.6103,Longitude: -123.4666,1 hour
Elk Creek to Idiot Creek Road Hike,https://www.oregonhikers.org/field_guide/Elk_Creek_to_Idiot_Creek_Road_Hike,Moderate,7 miles,"1,160 feet",https://www.oregonhikers.org/field_guide/Elk_Creek_Trailhead,Latitude: 45.6103,Longitude: -123.4666,1 hour
Elk Lake Hike,https://www.oregonhikers.org/field_guide/Elk_Lake_Hike,Difficult,17.8 miles,"1,300 feet",https://www.oregonhikers.org/field_guide/Elk_Lake_Creek_Trail_Northern_Trailhead,Latitude: 44.89300,Longitude: -122.00741,105 minutes
Elk Meadows Hike,https://www.oregonhikers.org/field_guide/Elk_Meadows_Hike,Moderate,5.8 miles,"1,200 feet",https://www.oregonhikers.org/field_guide/Elk_Meadows_Trailhead,Latitude: 45.32240,Longitude: -121.63359,90 minutes
Elk Mountain Hike,https://www.oregonhikers.org/field_guide/Elk_Mountain_Hike,Moderate,3.2 miles,"2,080 feet",https://www.oregonhikers.org/field_guide/Elk_Creek_Trailhead,Latitude: 45.6103,Longitude: -123.4666,1 hour
Elk Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Elk_Mountain_Loop_Hike,Moderate,8.3 miles,"2,765 feet",https://www.oregonhikers.org/field_guide/Elk_Creek_Trailhead,Latitude: 45.6103,Longitude: -123.4666,1 hour
Elk Mountain-Elk Meadows Loop Hike,https://www.oregonhikers.org/field_guide/Elk_Mountain-Elk_Meadows_Loop_Hike,Moderate,8.2 miles,"1,445 feet",https://www.oregonhikers.org/field_guide/Elk_Meadows_Trailhead,Latitude: 45.32240,Longitude: -121.63359,90 minutes
Enid Lake via Pioneer Bridle Trail Hike,https://www.oregonhikers.org/field_guide/Enid_Lake_via_Pioneer_Bridle_Trail_Hike,Moderate,9.5 miles,"1,570 feet",https://www.oregonhikers.org/field_guide/Pioneer_Bridle_Laurel_Hill_Trailhead,Latitude: 45.31009,Longitude: -121.83719,65 minutes
Eugene Riverbank Loop Hike,https://www.oregonhikers.org/field_guide/Eugene_Riverbank_Loop_Hike,Moderate,9.6 miles,50 feet,https://www.oregonhikers.org/field_guide/Alton_Baker_Park_Trailhead,Latitude: 44.0554,Longitude: -123.0811,1.75 hours
Fairy Falls Loop Hike,https://www.oregonhikers.org/field_guide/Fairy_Falls_Loop_Hike,Moderate,3.4 miles,"1,495 feet",https://www.oregonhikers.org/field_guide/Wahkeena_Trailhead,Latitude: 45.57535,Longitude: -122.12809,35 minutes
Fallen Leaf Lake Hike,https://www.oregonhikers.org/field_guide/Fallen_Leaf_Lake_Hike,Moderate,4.1 miles,600 feet,https://www.oregonhikers.org/field_guide/Fallen_Leaf_Lake_Trailhead,Latitude: 45.6001,Longitude: -122.4087,30 minutes
Falls Creek Falls Loop Hike,https://www.oregonhikers.org/field_guide/Falls_Creek_Falls_Loop_Hike,Moderate,6.2 miles,"1,150 feet",https://www.oregonhikers.org/field_guide/Falls_Creek_Falls_Lower_Trailhead,Latitude: 45.90571,Longitude: -121.93984,80 minutes
Fanton Trail to Tumala Mountain Hike,https://www.oregonhikers.org/field_guide/Fanton_Trail_to_Tumala_Mountain_Hike,Moderate,10.6 miles,"2,115 feet",https://www.oregonhikers.org/field_guide/Fanton_Trailhead,Latitude: 45.2427,Longitude: -122.1229,65 minutes
Ferry Springs Loop Hike,https://www.oregonhikers.org/field_guide/Ferry_Springs_Loop_Hike,Moderate,4.4 miles,580 feet,https://www.oregonhikers.org/field_guide/Lower_Deschutes_Trailhead,Latitude: 45.6304,Longitude: -120.9077,100 minutes
Fifteenmile Creek Loop Hike,https://www.oregonhikers.org/field_guide/Fifteenmile_Creek_Loop_Hike,Moderate,10.2 miles,"2,210 feet",https://www.oregonhikers.org/field_guide/Fifteenmile_Creek_Trailhead,Latitude: 45.3504,Longitude: -121.4741,110 minutes
Finley Refuge Loop Hike,https://www.oregonhikers.org/field_guide/Finley_Refuge_Loop_Hike,Moderate,8.4 miles,455 feet,https://www.oregonhikers.org/field_guide/Woodpecker_Loop_Trailhead,Latitude: 44.41266,Longitude: -123.33221,115 minutes
Firelane 1-Nature Trail Loop Hike,https://www.oregonhikers.org/field_guide/Firelane_1-Nature_Trail_Loop_Hike,Moderate,6.6 miles,"1,595 feet",https://www.oregonhikers.org/field_guide/Firelane_1_Trailhead,Latitude: 45.55414,Longitude: -122.73291,15 minutes
Fish Creek Mountain Hike,https://www.oregonhikers.org/field_guide/Fish_Creek_Mountain_Hike,Moderate,8.1 miles,"2,375 feet",https://www.oregonhikers.org/field_guide/Fish_Creek_Mountain_Trailhead,Latitude: 45.05060,Longitude: -122.12018,90 minutes
Fish Lake-Si Lake Hike,https://www.oregonhikers.org/field_guide/Fish_Lake-Si_Lake_Hike,Moderate,5.8 miles,805 feet,https://www.oregonhikers.org/field_guide/Lower_Lake_Trailhead,Latitude: 44.82328,Longitude: -121.79804,125 minutes
Flag Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Flag_Mountain_Loop_Hike,Moderate,6.8 miles,"1,060 feet",https://www.oregonhikers.org/field_guide/Pioneer_Bridle_Trailhead,Latitude: 45.3200,Longitude: -121.9039,65 minutes
Flag Point Add-on Hike,https://www.oregonhikers.org/field_guide/Flag_Point_Add-on_Hike,Moderate,7.6 miles,"1,700 feet",https://www.oregonhikers.org/field_guide/School_Canyon-Little_Badger_Creek_Traverse_Hike,Latitude: 45.298627,Longitude: -121.365044,2.25 hours
Flag Point via Lookout Mountain Hike,https://www.oregonhikers.org/field_guide/Flag_Point_via_Lookout_Mountain_Hike,Moderate,11.4 miles,"2,340 feet",https://www.oregonhikers.org/field_guide/High_Prairie_Trailhead,Latitude: 45.35238,Longitude: -121.53120,110 minutes
Flatiron Rock Loop Hike,https://www.oregonhikers.org/field_guide/Flatiron_Rock_Loop_Hike,Moderate,9.9 miles,365 feet,https://www.oregonhikers.org/field_guide/Flatiron_Rock_Trailhead,Latitude: 43.95779,Longitude: -121.05192,3.75 hours
Foggy Flat Hike,https://www.oregonhikers.org/field_guide/Foggy_Flat_Hike,Moderate,22.2 miles,"1,550 feet",https://www.oregonhikers.org/field_guide/Killen_Creek_Trailhead,Latitude: 46.2883,Longitude: -121.5523,3 hours
Fort Stevens Loop Hike,https://www.oregonhikers.org/field_guide/Fort_Stevens_Loop_Hike,Moderate,10 miles,40 feet,https://www.oregonhikers.org/field_guide/Military_Museum_Trailhead,Latitude: 46.20619,Longitude: -123.96542,110 minutes
Fort to Sea Hike,https://www.oregonhikers.org/field_guide/Fort_to_Sea_Hike,Moderate,12.9 miles,505 feet,https://www.oregonhikers.org/field_guide/Sunset_Beach_Trailhead,Latitude: 46.10001,Longitude: -123.93753,2 hours
Fourmile Lake Loop Hike,https://www.oregonhikers.org/field_guide/Fourmile_Lake_Loop_Hike,Moderate,17 miles,"1,500 feet",https://www.oregonhikers.org/field_guide/Fourmile_Lake_Trailhead,Latitude: 42.45548,Longitude: -122.25031,6.5 hours
Frog Lake Buttes Loop Hike,https://www.oregonhikers.org/field_guide/Frog_Lake_Buttes_Loop_Hike,Moderate,7.4 miles,"1,745 feet",https://www.oregonhikers.org/field_guide/Frog_Lake_Trailhead,Latitude: 45.2163,Longitude: -121.6958,85 minutes
Fuji Mountain Hike,https://www.oregonhikers.org/field_guide/Fuji_Mountain_Hike,Moderate,3.1 miles,965 feet,https://www.oregonhikers.org/field_guide/Fuji_Mountain_Upper_Trailhead,Latitude: 43.64945,Longitude: -122.11211,3.25 hours
Garfield Peak Hike,https://www.oregonhikers.org/field_guide/Garfield_Peak_Hike,Moderate,3.5 miles,"1,115 feet",https://www.oregonhikers.org/field_guide/Rim_Village_Trailhead,Latitude: 42.9109,Longitude: -122.1435,4.25 hours
Gearhart Mountain Hike,https://www.oregonhikers.org/field_guide/Gearhart_Mountain_Hike,Moderate,12.2 miles,"2,520 feet",https://www.oregonhikers.org/field_guide/Lookout_Rock_Trailhead,Latitude: 42.46061,Longitude: -120.80083,340 minutes
Gibson Lake Loop Hike,https://www.oregonhikers.org/field_guide/Gibson_Lake_Loop_Hike,Moderate,6.5 miles,680 feet,https://www.oregonhikers.org/field_guide/Horseshoe_Saddle_Trailhead,Latitude: 44.77974,Longitude: -121.78551,150 minutes
Gnarl Ridge from Hood River Meadows Hike,https://www.oregonhikers.org/field_guide/Gnarl_Ridge_from_Hood_River_Meadows_Hike,Moderate,9.5 miles,"2,480 feet",https://www.oregonhikers.org/field_guide/Elk_Meadows_Trailhead,Latitude: 45.32240,Longitude: -121.63359,90 minutes
Gnat Creek Hike,https://www.oregonhikers.org/field_guide/Gnat_Creek_Hike,Moderate,8.1 miles,710 feet,https://www.oregonhikers.org/field_guide/Gnat_Creek_Trailhead,Latitude: 46.17728,Longitude: -123.50193,90 minutes
Gold Butte Lookout Hike,https://www.oregonhikers.org/field_guide/Gold_Butte_Lookout_Hike,Moderate,3.2 miles,800 feet,https://www.oregonhikers.org/field_guide/Gold_Butte_Trailhead,Latitude: 44.81876,Longitude: -122.08686,2.5 hours
Grasshopper Mountain Hike,https://www.oregonhikers.org/field_guide/Grasshopper_Mountain_Hike,Moderate,7.3 miles,"2,075 feet",https://www.oregonhikers.org/field_guide/Skimmerhorn_Trailhead,Latitude: 43.0779,Longitude: -122.5404,5.25 hours
Grassy Knoll Hike,https://www.oregonhikers.org/field_guide/Grassy_Knoll_Hike,Moderate,4.2 miles,"1,280 feet",https://www.oregonhikers.org/field_guide/Grassy_Knoll_Trailhead,Latitude: 45.79759,Longitude: -121.74112,105 minutes
Green Lakes via Fall Creek Hike,https://www.oregonhikers.org/field_guide/Green_Lakes_via_Fall_Creek_Hike,Moderate,8.4 miles,"1,150 feet",https://www.oregonhikers.org/field_guide/Green_Lakes/Soda_Creek_Trailhead,Latitude: 44.03114,Longitude: -121.73567,4 hours
Green Point Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Green_Point_Mountain_Loop_Hike,Moderate,8 miles,"1,275 feet",https://www.oregonhikers.org/field_guide/Rainy_Lake_Trailhead,Latitude: 45.62610,Longitude: -121.75882,105 minutes
Gresham Butte-Butler Creek Hike,https://www.oregonhikers.org/field_guide/Gresham_Butte-Butler_Creek_Hike,Moderate,5.8 miles,975 feet,https://www.oregonhikers.org/field_guide/Gresham_Butte_East_Trailhead,Latitude: 45.48309,Longitude: -122.42720,35 minutes
Grizzly Peak Hike,https://www.oregonhikers.org/field_guide/Grizzly_Peak_Hike,Moderate,5.4 miles,750 feet,https://www.oregonhikers.org/field_guide/Grizzly_Peak_Trailhead,Latitude: 42.27228,Longitude: -122.60624,5.5 hours
Gumjuwac-Badger Lake Loop Hike,https://www.oregonhikers.org/field_guide/Gumjuwac-Badger_Lake_Loop_Hike,Moderate,11.8 miles,"3,155 feet",https://www.oregonhikers.org/field_guide/Gumjuwac_Trailhead,Latitude: 45.33950,Longitude: -121.57020,90 minutes
Gunsight Butte-Badger Lake Loop Hike,https://www.oregonhikers.org/field_guide/Gunsight_Butte-Badger_Lake_Loop_Hike,Moderate,8.5 miles,"2,025 feet",https://www.oregonhikers.org/field_guide/Gumjuwac_Saddle_Trailhead,Latitude: 45.33335,Longitude: -121.54904,115 minutes
Gwynn Creek Loop Hike,https://www.oregonhikers.org/field_guide/Gwynn_Creek_Loop_Hike,Moderate,6.3 miles,"1,200 feet",https://www.oregonhikers.org/field_guide/Cape_Perpetua_Trailhead,Latitude: 44.2805,Longitude: -124.1078,160 minutes
Hagg Lake Loop Hike,https://www.oregonhikers.org/field_guide/Hagg_Lake_Loop_Hike,Moderate,13.5 miles,520 feet,https://www.oregonhikers.org/field_guide/Elks_Picnic_Area_Trailhead,Latitude: 45.4700,Longitude: -123.2052,45 minutes
Hamilton Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Hamilton_Mountain_Loop_Hike,Moderate,7.5 miles,"2,100 feet",https://www.oregonhikers.org/field_guide/Hamilton_Mountain_Trailhead,Latitude: 45.63279,Longitude: -122.01973,1 hour
Hardy Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Hardy_Ridge_Loop_Hike,Moderate,8.1 miles,"2,200 feet",https://www.oregonhikers.org/field_guide/Hardy_Ridge_Equestrian_Trailhead,Latitude: 45.64088,Longitude: -122.03223,1 hour
Harris Ranch Trail Hike,https://www.oregonhikers.org/field_guide/Harris_Ranch_Trail_Hike,Moderate,6 miles,"1,365 feet",https://www.oregonhikers.org/field_guide/Harris_Ranch_Trailhead,Latitude: 44.4287,Longitude: -123.9323,160 minutes
Harrys Ridge Hike,https://www.oregonhikers.org/field_guide/Harrys_Ridge_Hike,Moderate,8.5 miles,"1,830 feet",https://www.oregonhikers.org/field_guide/Johnston_Ridge_Observatory_Trailhead,Latitude: 46.27757,Longitude: -122.21603,140 minutes
Harts Cove Hike,https://www.oregonhikers.org/field_guide/Harts_Cove_Hike,Moderate,5.4 miles,"1,220 feet",https://www.oregonhikers.org/field_guide/Harts_Cove_Trailhead,Latitude: 45.06491,Longitude: -123.99545,2 hours
Hawk Mountain from Graham Pass Hike,https://www.oregonhikers.org/field_guide/Hawk_Mountain_from_Graham_Pass_Hike,Moderate,10.5 miles,"2,050 feet",https://www.oregonhikers.org/field_guide/Graham_Pass_Trailhead,Latitude: 44.9151,Longitude: -121.9602,130 minutes
Hay Creek Canyon Loop Hike,https://www.oregonhikers.org/field_guide/Hay_Creek_Canyon_Loop_Hike,Moderate,8.1 miles,930 feet,https://www.oregonhikers.org/field_guide/Hay_Creek_Canyon_Trailhead,Latitude: 45.49598,Longitude: -120.33343,160 minutes
Henline Mountain Hike,https://www.oregonhikers.org/field_guide/Henline_Mountain_Hike,Moderate,7.8 miles,"2,955 feet",https://www.oregonhikers.org/field_guide/Henline_Mountain_Trailhead,Latitude: 44.84239,Longitude: -122.30937,95 minutes
Herman Creek Pinnacles via the PCT Hike,https://www.oregonhikers.org/field_guide/Herman_Creek_Pinnacles_via_the_PCT_Hike,Moderate,7.4 miles,"1,610 feet",https://www.oregonhikers.org/field_guide/Bridge_of_the_Gods_Trailhead,Latitude: 45.66254,Longitude: -121.89637,45 minutes
Herman Creek-Wyeth Hike,https://www.oregonhikers.org/field_guide/Herman_Creek-Wyeth_Hike,Moderate,10.8 miles,"2,175 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
Hobbit Beach to Heceta Head Loop Hike,https://www.oregonhikers.org/field_guide/Hobbit_Beach_to_Heceta_Head_Loop_Hike,Moderate,6.6 miles,960 feet,https://www.oregonhikers.org/field_guide/Washburne_State_Park_Trailhead,Latitude: 44.1612,Longitude: -124.1168,170 minutes
Horse Lake Loop Hike,https://www.oregonhikers.org/field_guide/Horse_Lake_Loop_Hike,Moderate,8.9 miles,625 feet,https://www.oregonhikers.org/field_guide/Elk_Lake_Trailhead_(Deschutes_National_Forest),Latitude: 43.9833,Longitude: -121.8115,5 hours
Horsepasture Mountain Hike,https://www.oregonhikers.org/field_guide/Horsepasture_Mountain_Hike,Moderate,3 miles,900 feet,https://www.oregonhikers.org/field_guide/Horsepasture_Mountain_Trailhead,Latitude: 44.1136,Longitude: -122.1039,3.75 hours
Horseshoe Meadow-Lookingglass Lake Loop Hike,https://www.oregonhikers.org/field_guide/Horseshoe_Meadow-Lookingglass_Lake_Loop_Hike,Moderate,13.2 miles,"2,000 feet",https://www.oregonhikers.org/field_guide/Williams_Mine_Trailhead,Latitude: 46.17056,Longitude: -121.62663,2 hours
Horseshoe Ridge Hike,https://www.oregonhikers.org/field_guide/Horseshoe_Ridge_Hike,Moderate,10.6 miles,"3,020 feet",https://www.oregonhikers.org/field_guide/Horseshoe_Ridge_Trailhead,Latitude: 45.38364,Longitude: -121.86245,65 minutes
Humbug Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Humbug_Mountain_Loop_Hike,Moderate,5.5 miles,"1,740 feet",https://www.oregonhikers.org/field_guide/Humbug_Mountain_Trailhead,Latitude: 42.6879,Longitude: -124.4393,5 hours
