hike_name,Field1_links,difficulty,distance,elevation,URL,latitude,longitude,drive_time
Nesmith Point Hike,https://www.oregonhikers.org/field_guide/Nesmith_Point_Hike,Difficult,10.6 miles,"3,800 feet",https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
Nesmith-Oneonta Traverse Hike,https://www.oregonhikers.org/field_guide/Nesmith-Oneonta_Traverse_Hike,Difficult,14.1 miles,"3,800 feet",https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
Nesmith-Tanner Traverse Hike,https://www.oregonhikers.org/field_guide/Nesmith-Tanner_Traverse_Hike,Difficult,16.7 miles,"4,350 feet",https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
Newberry Caldera South Rim Loop Hike,https://www.oregonhikers.org/field_guide/Newberry_Caldera_South_Rim_Loop_Hike,Difficult,13.9 miles,"2,380 feet",https://www.oregonhikers.org/field_guide/Paulina_Lake_Trailhead,Latitude: 43.71224,Longitude: -121.27583,235 minutes
Nick Eaton Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Nick_Eaton_Ridge_Loop_Hike,Difficult,13.6 miles,"4,820 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
North Fork John Day River Loop Hike,https://www.oregonhikers.org/field_guide/North_Fork_John_Day_River_Loop_Hike,Difficult,13.6 miles,"1,720 feet",https://www.oregonhikers.org/field_guide/North_Fork_John_Day_Trailhead,Latitude: 44.9156,Longitude: -118.4047,295 minutes
North Lake Hike,https://www.oregonhikers.org/field_guide/North_Lake_Hike,Difficult,12.8 miles,"4,220 feet",https://www.oregonhikers.org/field_guide/Wyeth_Trailhead,Latitude: 45.687655115694355,Longitude: -121.77177429199219,50 minutes
Observation Peak-Rim Trail Loop Hike,https://www.oregonhikers.org/field_guide/Observation_Peak-Rim_Trail_Loop_Hike,Difficult,8.4 miles,"2,680 feet",https://www.oregonhikers.org/field_guide/Observation_Peak_Trailhead,Latitude: 45.94992,Longitude: -122.03973,100 minutes
Oneonta Gorge Hike,https://www.oregonhikers.org/field_guide/Oneonta_Gorge_Hike,Difficult,1 miles,0 feet,https://www.oregonhikers.org/field_guide/Oneonta_Gorge_Trailhead,Latitude: 45.58948,Longitude: -122.07531,45 minutes
Ozette to Rialto Beach Hike,https://www.oregonhikers.org/field_guide/Ozette_to_Rialto_Beach_Hike,Difficult,20 miles,200 feet,https://www.oregonhikers.org/field_guide/Ozette_Trailhead,Latitude: 48.154372,Longitude: -124.6692,6.5 hours
Paradise Park Hike,https://www.oregonhikers.org/field_guide/Paradise_Park_Hike,Difficult,13.9 miles,"3,050 feet",https://www.oregonhikers.org/field_guide/Paradise_Park_Trailhead,Latitude: 45.31451,Longitude: -121.81575,70 minutes
Paradise Park from Timberline Lodge Hike,https://www.oregonhikers.org/field_guide/Paradise_Park_from_Timberline_Lodge_Hike,Difficult,12.1 miles,"2,300 feet",https://www.oregonhikers.org/field_guide/Timberline_Lodge_Trailhead,Latitude: 45.32998,Longitude: -121.70839,1.5 hours
Paradise Park via Burnt Lake Hike,https://www.oregonhikers.org/field_guide/Paradise_Park_via_Burnt_Lake_Hike,Difficult,15.6 miles,"3,400 feet",https://www.oregonhikers.org/field_guide/North_Burnt_Lake_Trailhead,Latitude: 45.37206,Longitude: -121.82246,90 minutes
Paradise Park via the Sandy River Hike,https://www.oregonhikers.org/field_guide/Paradise_Park_via_the_Sandy_River_Hike,Difficult,14.2 miles,"3,420 feet",https://www.oregonhikers.org/field_guide/Ramona_Falls_Trailhead,Latitude: 45.38696,Longitude: -121.83221,75 minutes
Paradise Park-Hidden Lake Loop Hike,https://www.oregonhikers.org/field_guide/Paradise_Park-Hidden_Lake_Loop_Hike,Difficult,18.1 miles,"4,300 feet",https://www.oregonhikers.org/field_guide/Paradise_Park_Trailhead,Latitude: 45.31451,Longitude: -121.81575,70 minutes
Penny Ridge to Monte Carlo Hike,https://www.oregonhikers.org/field_guide/Penny_Ridge_to_Monte_Carlo_Hike,Difficult,15.2 miles,"3,455 feet",https://www.oregonhikers.org/field_guide/Buck_Creek_Falls_Trailhead,Latitude: 45.8193,Longitude: -121.5454,80 minutes
Primrose Path,https://www.oregonhikers.org/field_guide/Primrose_Path,Difficult,7 miles,800 feet,https://www.oregonhikers.org/field_guide/Devil%27s_Rest,Latitude: 45.56228,Longitude: -122.12807,40 minutes
Rainy Lake via Gorton Creek Trail Hike,https://www.oregonhikers.org/field_guide/Rainy_Lake_via_Gorton_Creek_Trail_Hike,Difficult,22 miles,"5,430 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
Rho Ridge Traverse Hike,https://www.oregonhikers.org/field_guide/Rho_Ridge_Traverse_Hike,Difficult,12.4 miles,"2,985 feet",https://www.oregonhikers.org/field_guide/Rho_Ridge_Southern_Trailhead,Latitude: 44.84069,Longitude: -121.94742,2 hours
Riley Camp to Crystal Lake Hike,https://www.oregonhikers.org/field_guide/Riley_Camp_to_Crystal_Lake_Hike,Difficult,13.2 miles,"2,860 feet",https://www.oregonhikers.org/field_guide/Riley_Camp_Trailhead,Latitude: 46.21776,Longitude: -121.63384,110 minutes
Riley Camp-Horseshoe Meadow Loop Hike,https://www.oregonhikers.org/field_guide/Riley_Camp-Horseshoe_Meadow_Loop_Hike,Difficult,15.6 miles,"3,145 feet",https://www.oregonhikers.org/field_guide/Williams_Mine_Trailhead,Latitude: 46.17056,Longitude: -121.62663,2 hours
Rock of Ages Loop Hike,https://www.oregonhikers.org/field_guide/Rock_of_Ages_Loop_Hike,Difficult,10 miles,"3,000 feet",https://www.oregonhikers.org/field_guide/Horsetail_Falls_Trailhead,Latitude: 45.59044,Longitude: -122.06857,45 minutes
Rogue Wolf Loop Hike,https://www.oregonhikers.org/field_guide/Rogue_Wolf_Loop_Hike,Difficult,27.8 miles,"4,400 feet",https://www.oregonhikers.org/field_guide/Middle_Fork_Trailhead,Latitude: 42.7249,Longitude: -122.3022,5.5 hours
Rooster Rock via High Ridge Trail Hike,https://www.oregonhikers.org/field_guide/Rooster_Rock_via_High_Ridge_Trail_Hike,Difficult,11.5 miles,"3,770 feet",https://www.oregonhikers.org/field_guide/Old_Bridge_Trailhead,Latitude: 44.96146,Longitude: -122.40894,85 minutes
Ruckel Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Ruckel_Ridge_Loop_Hike,Difficult,9 miles,"3,700 feet",https://www.oregonhikers.org/field_guide/Eagle_Creek_Trailhead,Latitude: 45.63653,Longitude: -121.91947,45 minutes
Rudolph Spur Loop Hike,https://www.oregonhikers.org/field_guide/Rudolph_Spur_Loop_Hike,Difficult,10.4 miles,"3,700 feet",https://www.oregonhikers.org/field_guide/PCT_Winter_Trailhead,Latitude: 45.66180,Longitude: -121.89456,50 minutes
Salmon River Traverse Hike,https://www.oregonhikers.org/field_guide/Salmon_River_Traverse_Hike,Difficult,14.1 miles,"3,005 feet",https://www.oregonhikers.org/field_guide/Salmon_River_West_Trailhead,Latitude: 45.27813,Longitude: -121.93965,65 minutes
School Canyon-Tygh Creek Loop Hike,https://www.oregonhikers.org/field_guide/School_Canyon-Tygh_Creek_Loop_Hike,Difficult,13.7 miles,"3,240 feet",https://www.oregonhikers.org/field_guide/School_Canyon_Trailhead,Latitude: 45.298627,Longitude: -121.365044,2.25 hours
Silver Falls Perimeter Loop Hike,https://www.oregonhikers.org/field_guide/Silver_Falls_Perimeter_Loop_Hike,Difficult,16.8 miles,"2,470 feet",https://www.oregonhikers.org/field_guide/North_Falls_Trailhead,Latitude: 44.88442,Longitude: -122.62048,80 minutes
Silver Star Mountain via Bluff Mountain Hike,https://www.oregonhikers.org/field_guide/Silver_Star_Mountain_via_Bluff_Mountain_Hike,Difficult,12.4 miles,"1,660 feet",https://www.oregonhikers.org/field_guide/Bluff_Mountain_Trailhead,Latitude: 45.7804,Longitude: -122.1666,2 hours
Silver Star-Chinook Trail Loop Hike,https://www.oregonhikers.org/field_guide/Silver_Star-Chinook_Trail_Loop_Hike,Difficult,13.2 miles,"2,985 feet",https://www.oregonhikers.org/field_guide/Grouse_Vista_Trailhead,Latitude: 45.72177,Longitude: -122.26957,65 minutes
Siouxon Peak Loop Hike,https://www.oregonhikers.org/field_guide/Siouxon_Peak_Loop_Hike,Difficult,17.1 miles,"4,730 feet",https://www.oregonhikers.org/field_guide/Siouxon_Trailhead,Latitude: 45.94652,Longitude: -122.17780,95 minutes
Snag Creek Loop Hike,https://www.oregonhikers.org/field_guide/Snag_Creek_Loop_Hike,Difficult,10.4 miles,"2,310 feet",https://www.oregonhikers.org/field_guide/Snag_Creek_Trailhead,Latitude: 45.76504,Longitude: -122.02809,75 minutes
Snowgrass Flat Hike,https://www.oregonhikers.org/field_guide/Snowgrass_Flat_Hike,Difficult,11.1 miles,"2,380 feet",https://www.oregonhikers.org/field_guide/Snowgrass_Flat_Trailhead,Latitude: 46.4636,Longitude: -121.5182,3.5 hours
Soda Peaks Lake via Trapper Creek Hike,https://www.oregonhikers.org/field_guide/Soda_Peaks_Lake_via_Trapper_Creek_Hike,Difficult,10.2 miles,"3,110 feet",https://www.oregonhikers.org/field_guide/Trapper_Creek_Trailhead,Latitude: 45.88162,Longitude: -121.98018,65 minutes
South Tieton Hike,https://www.oregonhikers.org/field_guide/South_Tieton_Hike,Difficult,17.6 miles,"1,860 feet",https://www.oregonhikers.org/field_guide/Conrad_Meadows_Trailhead,Latitude: 46.50873,Longitude: -121.28105,4 hours
Spring Basin Loop Hike,https://www.oregonhikers.org/field_guide/Spring_Basin_Loop_Hike,Difficult,9.1 miles,"2,115 feet",https://www.oregonhikers.org/field_guide/Spring_Basin_Trailhead,Latitude: 44.87284,Longitude: -120.44092,200 minutes
Starvation Ridge Hike,https://www.oregonhikers.org/field_guide/Starvation_Ridge_Hike,Difficult,8.8 miles,"3,855 feet",https://www.oregonhikers.org/field_guide/Starvation_Creek_Trailhead,Latitude: 45.68848,Longitude: -121.69031,1 hour
Stebbins Creek to Three Corner Rock Hike,https://www.oregonhikers.org/field_guide/Stebbins_Creek_to_Three_Corner_Rock_Hike,Difficult,18.2 miles,"4,490 feet",https://www.oregonhikers.org/field_guide/Three_Corner_Rock_Lower_Trailhead,Latitude: 45.7026,Longitude: -122.1219,55 minutes
Strawberry Mountain Hike,https://www.oregonhikers.org/field_guide/Strawberry_Mountain_Hike,Difficult,12.6 miles,"3,610 feet",https://www.oregonhikers.org/field_guide/Strawberry_Basin_Trailhead,Latitude: 44.3192,Longitude: -118.6747,200 minutes
Strawberry Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Strawberry_Mountain_Loop_Hike,Difficult,17 miles,"4,500 feet",https://www.oregonhikers.org/field_guide/Strawberry_Basin_Trailhead,Latitude: 44.3192,Longitude: -118.6747,200 minutes
Sunrise Camp Hike,https://www.oregonhikers.org/field_guide/Sunrise_Camp_Hike,Difficult,10.8 miles,"3,140 feet",https://www.oregonhikers.org/field_guide/Bird_Lake_Trailhead,Latitude: 46.140489,Longitude: -121.440039,150 minutes
Table Mountain North Ridge Hike,https://www.oregonhikers.org/field_guide/Table_Mountain_North_Ridge_Hike,Difficult,19.5 miles,"4,350 feet",https://www.oregonhikers.org/field_guide/Bonneville_Trailhead,Latitude: 45.65032,Longitude: -121.93389,55 minutes
Table Mountain from Bonneville Hike,https://www.oregonhikers.org/field_guide/Table_Mountain_from_Bonneville_Hike,Difficult,15.5 miles,"4,320 feet",https://www.oregonhikers.org/field_guide/Bonneville_Trailhead,Latitude: 45.65032,Longitude: -121.93389,55 minutes
Table Rock-Image Creek Loop Hike,https://www.oregonhikers.org/field_guide/Table_Rock-Image_Creek_Loop_Hike,Difficult,13.6 miles,"4,030 feet",https://www.oregonhikers.org/field_guide/Image_Creek_Trailhead,Latitude: 44.97064,Longitude: -122.33240,95 minutes
Tanner Butte Hike,https://www.oregonhikers.org/field_guide/Tanner_Butte_Hike,Difficult,19 miles,"4,800 feet",https://www.oregonhikers.org/field_guide/Tooth_Rock_Trailhead,Latitude: 45.63455,Longitude: -121.94816,45 minutes
Tanner Cutoff Loop Hike,https://www.oregonhikers.org/field_guide/Tanner_Cutoff_Loop_Hike,Difficult,14.4 miles,"3,700 feet",https://www.oregonhikers.org/field_guide/Tooth_Rock_Trailhead,Latitude: 45.63455,Longitude: -121.94816,45 minutes
Tanner-Eagle Traverse Hike,https://www.oregonhikers.org/field_guide/Tanner-Eagle_Traverse_Hike,Difficult,23.6 miles,"4,500 feet",https://www.oregonhikers.org/field_guide/Tooth_Rock_Trailhead,Latitude: 45.63455,Longitude: -121.94816,45 minutes
Tarbell Loop Hike,https://www.oregonhikers.org/field_guide/Tarbell_Loop_Hike,Difficult,23.5 miles,"4,095 feet",https://www.oregonhikers.org/field_guide/Tarbell_Trailhead,Latitude: 45.79301,Longitude: -122.30207,70 minutes
Timberline Trail Around Mount Hood Hike,https://www.oregonhikers.org/field_guide/Timberline_Trail_Around_Mount_Hood_Hike,Difficult,38.3 miles,"9,000 feet",https://www.oregonhikers.org/field_guide/Timberline_Lodge_Trailhead,Latitude: 45.32998,Longitude: -121.70839,1.5 hours
Toleak Point Hike,https://www.oregonhikers.org/field_guide/Toleak_Point_Hike,Difficult,12 miles,"1,200 feet",https://www.oregonhikers.org/field_guide/Third_Beach_Trailhead,Latitude: 47.8906,Longitude: -124.5992,6 hours
Tombstone Lake via the PCT Hike,https://www.oregonhikers.org/field_guide/Tombstone_Lake_via_the_PCT_Hike,Difficult,16.4 miles,"2,280 feet",https://www.oregonhikers.org/field_guide/Crest_Camp_Trailhead,Latitude: 45.90928,Longitude: -121.80252,85 minutes
Trail around Broken Top Hike,https://www.oregonhikers.org/field_guide/Trail_around_Broken_Top_Hike,Difficult,20.3 miles,"2,200 feet",https://www.oregonhikers.org/field_guide/Tam_McArthur_Rim_Trailhead,Latitude: 44.10170,Longitude: -121.62241,3.5 hours
Trail around Three Sisters Hike,https://www.oregonhikers.org/field_guide/Trail_around_Three_Sisters_Hike,Difficult,48.1 miles,"5,800 feet",https://www.oregonhikers.org/field_guide/Lava_Lake_Trailhead,Latitude: 44.2598,Longitude: -121.7872,3 hours
Trapper Creek Primitive Trails Loop Hike,https://www.oregonhikers.org/field_guide/Trapper_Creek_Primitive_Trails_Loop_Hike,Difficult,8.4 miles,"3,570 feet",https://www.oregonhikers.org/field_guide/Trapper_Creek_Trailhead,Latitude: 45.88162,Longitude: -121.98018,65 minutes
Trapper Creek Wilderness Loop Hike,https://www.oregonhikers.org/field_guide/Trapper_Creek_Wilderness_Loop_Hike,Difficult,14.5 miles,"3,575 feet",https://www.oregonhikers.org/field_guide/Trapper_Creek_Trailhead,Latitude: 45.88162,Longitude: -121.98018,65 minutes
Trinity Alps Granite Lake Horseshoe Lake Hike,https://www.oregonhikers.org/field_guide/Trinity_Alps_Granite_Lake_Horseshoe_Lake_Hike,Difficult,27 miles,"7,000 feet",https://www.oregonhikers.org/field_guide/Swift_Creek_Trailhead,Latitude: 40.9731,Longitude: -122.8,7 hours
Trinity Alps Long Canyon to Emerald Lake Hike,https://www.oregonhikers.org/field_guide/Trinity_Alps_Long_Canyon_to_Emerald_Lake_Hike,Difficult,34 miles,"8,000 feet",https://www.oregonhikers.org/field_guide/Long_Canyon_Trailhead,Latitude: 40.9231,Longitude: -122.8128,7 hours
Twin Lakes from Elk Lake Hike,https://www.oregonhikers.org/field_guide/Twin_Lakes_from_Elk_Lake_Hike,Difficult,15.6 miles,"3,295 feet",https://www.oregonhikers.org/field_guide/Elk_Lake_Junction_Trailhead,Latitude: 44.8252,Longitude: -122.1250,145 minutes
Twin Lakes via Whetstone Ridge Hike,https://www.oregonhikers.org/field_guide/Twin_Lakes_via_Whetstone_Ridge_Hike,Difficult,15.8 miles,"2,595 feet",https://www.oregonhikers.org/field_guide/Whetstone_Trailhead,Latitude: 44.87543,Longitude: -122.20246,115 minutes
Two Chiefs Trail Hike,https://www.oregonhikers.org/field_guide/Two_Chiefs_Trail_Hike,Moderate,15.2 miles,"2,575 feet",https://www.oregonhikers.org/field_guide/Bonneville_Trailhead,Latitude: 45.65032,Longitude: -121.93389,55 minutes
Upper Siouxon Creek Loop Hike,https://www.oregonhikers.org/field_guide/Upper_Siouxon_Creek_Loop_Hike,Difficult,10.2 miles,"2,995 feet",https://www.oregonhikers.org/field_guide/Upper_Siouxon_Trailhead,Latitude: 45.9305,Longitude: -122.0655,105 minutes
Van Patten Butte Hike,https://www.oregonhikers.org/field_guide/Van_Patten_Butte_Hike,Difficult,5.8 miles,"2,320 feet",https://www.oregonhikers.org/field_guide/Little_Alps_Trailhead,Latitude: 44.96647,Longitude: -118.18355,5 hours
Wahtum Lake to Benson Plateau Hike,https://www.oregonhikers.org/field_guide/Wahtum_Lake_to_Benson_Plateau_Hike,Difficult,13.2 miles,"2,780 feet",https://www.oregonhikers.org/field_guide/Wahtum_Lake_Trailhead,Latitude: 45.57737,Longitude: -121.79263,110 minutes
Wahtum Lake via Herman Creek Hike,https://www.oregonhikers.org/field_guide/Wahtum_Lake_via_Herman_Creek_Hike,Difficult,22.2 miles,"5,070 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
Wahtum Lake via Pacific Crest Trail Hike,https://www.oregonhikers.org/field_guide/Wahtum_Lake_via_Pacific_Crest_Trail_Hike,Difficult,33.8 miles,"6,010 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
Wahtum Lake via Ruckel Creek Hike,https://www.oregonhikers.org/field_guide/Wahtum_Lake_via_Ruckel_Creek_Hike,Difficult,29.8 miles,"6,270 feet",https://www.oregonhikers.org/field_guide/Eagle_Creek_Trailhead,Latitude: 45.63653,Longitude: -121.91947,45 minutes
Waldo Lake-Black Meadows Loop Hike,https://www.oregonhikers.org/field_guide/Waldo_Lake-Black_Meadows_Loop_Hike,Difficult,9.8 miles,"1,280 feet",https://www.oregonhikers.org/field_guide/Shadow_Bay_Trailhead,Latitude: 43.6917,Longitude: -122.0440,190 minutes
Wapinitia Pass to Little Crater Lake Hike,https://www.oregonhikers.org/field_guide/Wapinitia_Pass_to_Little_Crater_Lake_Hike,Difficult,15.4 miles,"2,025 feet",https://www.oregonhikers.org/field_guide/Frog_Lake_Sno-Park,Latitude: 45.2291,Longitude: -121.6992,85 minutes
Warner Peak Hike,https://www.oregonhikers.org/field_guide/Warner_Peak_Hike,Difficult,11 miles,"2,300 feet",https://www.oregonhikers.org/field_guide/Hot_Springs_Campground_Trailhead,Latitude: 42.50180,Longitude: -119.69014,7.5 hours
Waucoma Lakes Loop Hike,https://www.oregonhikers.org/field_guide/Waucoma_Lakes_Loop_Hike,Difficult,16.5 miles,"3,170 feet",https://www.oregonhikers.org/field_guide/Rainy_Lake_Trailhead,Latitude: 45.62610,Longitude: -121.75882,105 minutes
Wauneka Point Hike,https://www.oregonhikers.org/field_guide/Wauneka_Point_Hike,Difficult,17.4 miles,"5,680 feet",https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
Welcome Lakes Loop Hike,https://www.oregonhikers.org/field_guide/Welcome_Lakes_Loop_Hike,Difficult,13.8 miles,"3,440 feet",https://www.oregonhikers.org/field_guide/Elk_Lake_Creek_Trail_Northern_Trailhead,Latitude: 44.89300,Longitude: -122.00741,105 minutes
West Zigzag From Devil Canyon Hike,https://www.oregonhikers.org/field_guide/West_Zigzag_From_Devil_Canyon_Hike,Difficult,5.4 miles,"1,100 feet",https://www.oregonhikers.org/field_guide/South_Burnt_Lake_Trailhead,Latitude: 45.3232,Longitude: -121.8581,100 minutes
West Zigzag Mountain Hike,https://www.oregonhikers.org/field_guide/West_Zigzag_Mountain_Hike,Difficult,11.2 miles,"3,635 feet",https://www.oregonhikers.org/field_guide/West_Zigzag_Mountain_Trailhead,Latitude: 45.3455,Longitude: -121.9301,65 minutes
Whetstone Mountain-Battle Ax Creek Loop Hike,https://www.oregonhikers.org/field_guide/Whetstone_Mountain-Battle_Ax_Creek_Loop_Hike,Difficult,14.8 miles,"4,350 feet",https://www.oregonhikers.org/field_guide/Opal_Creek_Trailhead,Latitude: 44.85980,Longitude: -122.26460,105 minutes
White Iris-Bissell Trail Loop Hike,https://www.oregonhikers.org/field_guide/White_Iris-Bissell_Trail_Loop_Hike,Difficult,11.1 miles,"1,955 feet",https://www.oregonhikers.org/field_guide/Old_Baldy_West_Trailhead,Latitude: 45.24591,Longitude: -122.05079,75 minutes
Wildwood Traverse Hike,https://www.oregonhikers.org/field_guide/Wildwood_Traverse_Hike,Difficult,30.2 miles,"3,360 feet",https://www.oregonhikers.org/field_guide/Newberry_Road_Trailhead,Latitude: 45.60564,Longitude: -122.82343,25 minutes
Wilson River Traverse Hike,https://www.oregonhikers.org/field_guide/Wilson_River_Traverse_Hike,Difficult,22.6 miles,"3,950 feet",https://www.oregonhikers.org/field_guide/Elk_Creek_Trailhead,Latitude: 45.6103,Longitude: -123.4666,1 hour
Yocum Ridge Hike,https://www.oregonhikers.org/field_guide/Yocum_Ridge_Hike,Difficult,18.4 miles,"3,880 feet",https://www.oregonhikers.org/field_guide/Ramona_Falls_Trailhead,Latitude: 45.38696,Longitude: -121.83221,1.25 hours
Zigzag Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Zigzag_Mountain_Loop_Hike,Difficult,12.3 miles,"2,810 feet",https://www.oregonhikers.org/field_guide/South_Burnt_Lake_Trailhead,Latitude: 45.3232,Longitude: -121.8581,100 minutes
Zigzag Overlook from Hidden Lake Hike,https://www.oregonhikers.org/field_guide/Zigzag_Overlook_from_Hidden_Lake_Hike,Difficult,10.8 miles,"2,930 feet",https://www.oregonhikers.org/field_guide/Hidden_Lake_Trailhead,Latitude: 45.3135,Longitude: -121.7998,70 minutes
